marka,seri,model,yil,yakit tipi,vites tipi,motor hacmi,motor gucu,kilometre,boya-degisen,takasa uygun,kimden,fiyat,url
nissan,micra,1.2 passion,2012,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,110.600 km,belirtilmemis,takasa uygun degil,galeriden,130.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/2012-model-nissan-micra-1-2-passion-otomatik/18563472
nissan,micra,1.2 tekna,2008,benzin,otomatik,1201 - 1400 cm3,76 - 100 hp,190.000 km,belirtilmemis,takasa uygun,galeriden,115.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/simsekler-otomotiv-den-2008-1-2-tekna-nissan-micra/18549172
nissan,primera,1.6 visia,2003,lpg & benzin,duz,1401 - 1600 cm3,101 - 125 hp,162.000 km,belirtilmemis,takasa uygun,galeriden,85.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-visia/hak-otomotiv-den-temiz-2003-nissan-primera/18562810
nissan,micra,1.2 passion,2011,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,120.000 km,"1 degisen, 3 boyali",takasa uygun degil,galeriden,140.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/orjinal-nissan-micra-1-2-passion-otomatik-vites-120-000-km-de/18561369
nissan,primera,1.6 gx,1998,lpg & benzin,duz,1597 cc,100 hp,242.000 km,2 degisen,takasa uygun degil,sahibinden,58.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-gx/sahibinden-nissan-primera-1-6-gx-1998-model/18040103
nissan,note,1.5 dci tekna,2011,dizel,duz,1461 cc,103 hp,118.000 km,belirtilmemis,takasa uygun degil,sahibinden,128.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-2011-model/18560561
nissan,primera,1.6 special edition,1999,lpg & benzin,duz,1597 cc,100 hp,287.000 km,belirtilmemis,takasa uygun degil,sahibinden,62.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-special-edition/sahibinden-nissan-primera-1-6-special-edition-1999-model/18557799
nissan,almera,1.6 slx,2001,lpg & benzin,otomatik,,,295.000 km,belirtilmemis,takasa uygun degil,sahibinden,75.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-6-slx/sahibinden-nissan-almera-1-6-slx-2001-model/18555902
nissan,primera,1.6 slx,1998,lpg & benzin,duz,1401 - 1600 cm3,76 - 100 hp,291.000 km,belirtilmemis,takasa uygun,galeriden,63.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-slx/ballilar-1998-model-nissan-primera-1-6-slx-klimali-lpg-li/18560463
nissan,note,1.6 tekna,2007,lpg & benzin,otomatik,1598 cc,110 hp,138.000 km,belirtilmemis,takasa uygun,galeriden,112.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-note-1-6-tekna/2007-nissan-note-1-6-110-hp-tekna-tam-otomatik/18558873
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,214.212 km,belirtilmemis,takasa uygun degil,sahibinden,75.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2006-model/18554606
nissan,primera,1.6 tekna,2005,lpg & benzin,duz,1596 cc,109 hp,219.000 km,belirtilmemis,takasa uygun,galeriden,73.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-tekna/2005-nissan-primera-1-6-tekna-full-degisensiz-sifir-muayene/18131252
nissan,note,1.5 dci platinum,2015,dizel,duz,1461 cc,90 hp,113.000 km,2 boyali,takasa uygun degil,sahibinden,215.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-platinum/sahibinden-nissan-note-1-5-dci-platinum-2015-model-istanbul/18557632
nissan,maxima,2.0 qx,1998,benzin,duz,1200 cm3' e kadar,,283.000 km,belirtilmemis,takasa uygun,sahibinden,45.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-maxima-2-0-qx/sahibinden-nissan-maxima-2-0-qx-1998-model/18555187
nissan,micra,1.2 passion,2013,lpg & benzin,duz,1198 cc,80 hp,75.000 km,1 boyali,takasa uygun,galeriden,135.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/saray-otomotiv-den-nissan-micra-1-2-passion-75-000km-lpgli/18557165
nissan,primera,1.6 tekna,2006,lpg & benzin,duz,1596 cc,109 hp,162.500 km,"2 degisen, 8 boyali",takasa uygun degil,sahibinden,85.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/acil-acil-fiyat-dustu2006-162-500-de-konfor-araci-primera/16156176
nissan,micra,1.2 match,2017,benzin,otomatik,1198 cc,80 hp,27.000 km,tamami orjinal,takasa uygun degil,sahibinden,205.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-match/sahibinden-nissan-micra-1-2-match-2017-model/18552563
nissan,almera,1.6 sr,2000,lpg & benzin,duz,1597 cc,100 hp,279.000 km,belirtilmemis,takasa uygun,galeriden,72.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-almera-1-6-sr/2000-nissan-almera-1-6-yeni-nesil-motor-klimali/18552976
nissan,note,1.5 dci tekna pack,2013,dizel,duz,1461 cc,103 hp,213.728 km,belirtilmemis,takasa uygun,galeriden,120.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-note-1-5-dci-tekna-pack/alanyada-vadeli-takasli-nissan-tekna-diesel/17396025
nissan,primera,1.6 visia,2005,lpg & benzin,duz,1596 cc,109 hp,315.000 km,belirtilmemis,takasa uygun degil,sahibinden,80.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/sahibinden-nissan-primera-1-6-visia-2005-model/18548127
nissan,almera,1.5 tekna,2004,lpg & benzin,duz,1498 cc,98 hp,281.000 km,belirtilmemis,takasa uygun degil,sahibinden,75.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/bakimli-double-ekran-led-xenon-dolu-almera/18124117
nissan,micra,1.2 tekna,2004,benzin,otomatik,1240 cc,80 hp,189.000 km,"1 degisen, 6 boyali",takasa uygun degil,sahibinden,108.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2004-model/18548448
nissan,primera,1.6 tekna,2003,lpg & benzin,duz,1401 - 1600 cm3,101 - 125 hp,296.000 km,belirtilmemis,takasa uygun,galeriden,84.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-tekna/2003-nissan-primera-1-6-tekna-sunrooflu/18549792
nissan,micra,1.2 match,2015,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,46.500 km,belirtilmemis,takasa uygun,galeriden,167.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-match/adasen-den-2015-nissan-micra-1-2-cvt-otomatik/18549326
nissan,sunny,1.6 ex,1991,lpg & benzin,duz,1597 cc,90 hp,350.000 km,belirtilmemis,takasa uygun degil,sahibinden,28.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-sunny-1-6-ex/sahibinden-nissan-sunny-1-6-ex-1991-model/18065498
nissan,laurel altima,2.0,1992,lpg & benzin,otomatik,1998 cc,125 hp,345.000 km,belirtilmemis,takasa uygun,sahibinden,38.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-laurel-altima-2-0/sahibinden-nissan-laurel-altima-2-0-1992-model/16511337
nissan,maxima,2.0 qx,1999,lpg & benzin,duz,1801 - 2000 cm3,126 - 150 hp,326.000 km,1 boyali,takasa uygun,galeriden,65.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-maxima-2-0-qx/nissan-maxima-1999-model-takasa-acik/18115935
nissan,primera,1.6 gx,1997,lpg & benzin,duz,1597 cc,100 hp,280.000 km,belirtilmemis,takasa uygun degil,sahibinden,60.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-gx/sahibinden-nissan-primera-1-6-gx-1997-model/18544053
nissan,note,1.5 dci visia,2013,dizel,duz,1461 cc,86 hp,125.000 km,4 boyali,takasa uygun degil,sahibinden,120.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-visia/sahibinden-nissan-note-1-5-dci-visia-2013-model/18541144
nissan,micra,1.2 match,2018,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,22.500 km,belirtilmemis,takasa uygun,galeriden,192.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-match/2018-hatasiz-boyasiz-tramersiz-micra-1-2match-otomatik-22-500-km/18537551
nissan,primera,2.0 tekna,2005,lpg & benzin,otomatik,1998 cc,140 hp,267.000 km,belirtilmemis,takasa uygun,galeriden,88.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-2-0-tekna/otomatik-vites-lpg/18498847
nissan,micra,1.3 gx,1997,benzin,yari otomatik,1201 - 1400 cm3,51 - 75 hp,196.000 km,belirtilmemis,takasa uygun,galeriden,47.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-3-gx/otomatik-temiz/18384148
nissan,micra,1.5 dci mood,2008,dizel,duz,1401 - 1600 cm3,76 - 100 hp,284.000 km,belirtilmemis,takasa uygun,galeriden,67.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-5-dci-mood/2008-nissan-micra-mood-1-5dizel/18497942
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,251.000 km,2 boyali,takasa uygun,sahibinden,85.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/degisensiz-tek-parca-boyali-aile-araci/18541429
nissan,primera,1.6 tekna plus,2004,benzin,duz,1596 cc,109 hp,316.000 km,belirtilmemis,takasa uygun degil,sahibinden,73.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna-plus/sahibinden-nissan-primera-1-6-tekna-plus-2004-model/18540898
nissan,micra,1.5 dci passion,2006,dizel,duz,1461 cc,82 hp,180.000 km,3 boyali,takasa uygun degil,sahibinden,90.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-5-dci-passion/sahibinden-nissan-micra-1-5-dci-passion-2006-model/18540148
nissan,350 z,coupe,2005,benzin,duz,3001 - 3500 cm3,276 - 300 hp,130.000 km,belirtilmemis,takasa uygun,galeriden,655.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-350-z-coupe/nar-motors-2005-nismo-350z-3-5-v6/18542286
nissan,maxima,2.0 qx,1997,lpg & benzin,otomatik,1801 - 2000 cm3,126 - 150 hp,295.000 km,belirtilmemis,takasa uygun degil,galeriden,72.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-maxima-2-0-qx/emsalsiz-temizlikte-otomatik-vites/17362475
nissan,primera,2.0 se,1997,lpg & benzin,duz,1998 cc,130 hp,454.000 km,belirtilmemis,takasa uygun,galeriden,40.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-2-0-se/galeriden-nissan-primera-2-0-se-1997-model-zonguldak/17725278
nissan,micra,1.2 visia,2005,benzin,duz,1201 - 1400 cm3,76 - 100 hp,142.000 km,7 boyali,takasa uygun degil,galeriden,88.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-visia/ayhan-otomotiv-den-2005-nissan-micra-1-2-visia-dusuk-km/18539708
nissan,note,1.5 dci visia,2011,dizel,duz,1461 cc,86 hp,134.500 km,7 boyali,takasa uygun degil,yetkili bayiden,107.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-note-1-5-dci-visia/artkiy-nissan-dan-2011-note-1-5-dci-visia-86-bg/18498642
nissan,micra,1.2 passion,2008,benzin,otomatik,1201 - 1400 cm3,76 - 100 hp,105.000 km,belirtilmemis,takasa uygun,galeriden,98.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/2008-model-100-bin-km-de-tam-otomotik-kirmizi-micraa/17318345
nissan,note,1.6 tekna,2006,benzin,duz,1598 cc,110 hp,127.000 km,tamami orjinal,takasa uygun degil,sahibinden,104.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-6-tekna/sahibinden-nissan-note-1-6-tekna-2006-model/18537426
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,193.000 km,belirtilmemis,takasa uygun degil,sahibinden,83.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2006-model/18113204
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,180.000 km,belirtilmemis,takasa uygun degil,sahibinden,86.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/orijinal-sahibinden-nissan-almera-1-5-tekna-2006-model/12412194
nissan,primera,1.6 visia,2006,lpg & benzin,duz,1596 cc,109 hp,323.000 km,belirtilmemis,takasa uygun,galeriden,92.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-visia/2006-model-nissan-primera-1-6-visia-56-000-tl-pesinatla/18419992
nissan,note,1.5 dci tekna,2008,dizel,duz,1461 cc,86 hp,185.000 km,6 boyali,takasa uygun,sahibinden,96.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-2008-model/18536730
nissan,micra,1.2 passion,2012,benzin,duz,1198 cc,80 hp,180.000 km,tamami orjinal,takasa uygun degil,sahibinden,112.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-passion/sahibinden-nissan-micra-1-2-passion-2012-model/18536497
nissan,primera,2.0 se,1998,lpg & benzin,duz,1998 cc,130 hp,300.000 km,"2 degisen, 1 boyali",takasa uygun degil,sahibinden,65.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1998-model/16313963
nissan,almera,1.5 comfort,2000,lpg & benzin,duz,1497 cc,90 hp,270.000 km,"1 degisen, 8 boyali",takasa uygun degil,sahibinden,73.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-comfort/sahibinden-nissan-almera-1-5-comfort-2000-model/18536239
nissan,primera,1.8 luxury,2001,lpg & benzin,duz,1769 cc,114 hp,370.000 km,belirtilmemis,takasa uygun degil,sahibinden,48.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-8-luxury/sahibinden-nissan-primera-1-8-luxury-2001-model/18527918
nissan,maxima,2.0 qx,1998,lpg & benzin,otomatik,1801 - 2000 cm3,126 - 150 hp,430.000 km,"1 degisen, 12 boyali",takasa uygun degil,sahibinden,65.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-maxima-2-0-qx/sahibinden-otomatik-1998-nissan-maxima-2-0-qx-se-premium-aciklamayi-okuyunuz/18531733
nissan,note,1.5 dci tekna,2010,dizel,duz,1461 cc,86 hp,208.000 km,belirtilmemis,takasa uygun,galeriden,108.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-note-1-5-dci-tekna/bilgi-otomotivden-nissan-note-1-5-dci-tekna-orjinal/18536101
nissan,primera,1.6 comfort,2001,lpg & benzin,duz,1597 cc,106 hp,264.000 km,belirtilmemis,takasa uygun degil,galeriden,78.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-comfort/2001-model-orjinal-kazasiz-106-ps/18535957
nissan,gt-r,r35,2021,benzin,otomatik,3799 cc,485 hp,0 km,belirtilmemis,takasa uygun,galeriden,3.630.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-gt-r-r35/alkent-motors-nissan-gt-r-prestige-paket-premium-deri-paketi/17715016
nissan,micra,1.2 tekna,2004,lpg & benzin,duz,,,218.000 km,"1 degisen, 6 boyali",takasa uygun,sahibinden,87.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2004-model/15021239
nissan,micra,1.2 tekna,2008,benzin,otomatik,1240 cc,80 hp,56.000 km,belirtilmemis,takasa uygun,galeriden,107.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimizda-98-adet-otomatik-nissan-micra-mevcuttur/13495736
nissan,note,1.4 visia,2008,benzin,duz,1386 cc,88 hp,126.000 km,"1 degisen, 3 boyali",takasa uygun degil,sahibinden,108.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-4-visia/sahibinden-nissan-note-1-4-visia-2008-model/18527095
nissan,almera,1.5 tekna,2005,lpg & benzin,duz,1498 cc,98 hp,220.000 km,8 boyali,takasa uygun,sahibinden,75.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/japon-tanki-ilanda/18529559
nissan,note,1.5 dci tekna,2010,dizel,duz,1461 cc,103 hp,298.000 km,4 boyali,takasa uygun,galeriden,106.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-note-1-5-dci-tekna/galeriden-nissan-note-1-5-dci-tekna-2010-model-kocaeli/18531740
nissan,sunny,1.6 slx,1995,lpg & benzin,otomatik,1401 - 1600 cm3,101 - 125 hp,180.000 km,"1 degisen, 12 boyali",takasa uygun,sahibinden,55.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-sunny-1-6-slx/nissan-sentra-tr-de-tek-esi-yok/16518709
nissan,micra,1.2 tekna,2008,benzin,duz,1240 cc,80 hp,168.888 km,10 boyali,takasa uygun degil,sahibinden,98.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-otomatik-ozel-jant-nissan-micra-1-2-passion-2007-model-arac-guncellendii/17708037
nissan,almera,1.5 visia,2006,lpg & benzin,duz,1498 cc,98 hp,184.000 km,3 boyali,takasa uygun degil,sahibinden,74.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-visia/sahibinden-nissan-almera-1-5-visia-2006-model/18527726
nissan,micra,1.2 passion,2008,benzin,otomatik,1201 - 1400 cm3,76 - 100 hp,126.000 km,belirtilmemis,takasa uygun degil,galeriden,128.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/otomix-2008-nissan-micra-1-2-tam-otomatik-126000-km-makyajl/18529974
nissan,note,1.2 visia,2014,benzin,duz,1200 cm3' e kadar,76 - 100 hp,111.000 km,"2 degisen, 3 boyali",takasa uygun,sahibinden,130.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-2-visia/sahibinden-nissan-note-1-2-visia-2014-model-samsun/17714638
nissan,pulsar,1.5 tekna,2016,dizel,duz,1461 cc,110 hp,240.000 km,belirtilmemis,takasa uygun degil,sahibinden,152.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-pulsar-1-5-tekna/sahibinden-nissan-pulsar-1-5-tekna-2016-model/18525834
nissan,micra,1.2 match,2018,benzin,otomatik,1198 cc,80 hp,40.000 km,belirtilmemis,takasa uygun degil,sahibinden,190.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-match/sahibinden-nissan-micra-1-2-match-2018-model/17198070
nissan,primera,1.6 slx,1998,lpg & benzin,duz,1597 cc,100 hp,360.000 km,belirtilmemis,takasa uygun degil,sahibinden,52.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/sahibinden-nissan-primera-1-6-slx-1998-model/18522027
nissan,primera,1.6 slx,1998,benzin,duz,1597 cc,100 hp,160.000 km,belirtilmemis,takasa uygun degil,sahibinden,70.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/sahibinden-nissan-primera-1-6-slx-1998-model/18522000
nissan,micra,1.2 mood,2007,lpg & benzin,duz,1240 cc,80 hp,220.000 km,tamami orjinal,takasa uygun degil,sahibinden,88.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-mood/sahibinden-nissan-micra-1-2-mood-2007-model/18521019
nissan,primera,1.6 slx,1997,lpg & benzin,duz,1597 cc,100 hp,228.000 km,tamami boyali,takasa uygun,sahibinden,39.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/sahibinden-nissan-primera-1-6-sx-1997-model/18091799
nissan,micra,1.2 passion,2006,benzin,duz,1240 cc,80 hp,195.000 km,3 boyali,takasa uygun degil,sahibinden,92.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-passion/sahibinden-nissan-micra-1-2-passion-2006-model/18523269
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,157.000 km,3 boyali,takasa uygun degil,sahibinden,83.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-cok-temiz/13376852
nissan,micra,1.2 passion,2008,benzin,otomatik,1240 cc,80 hp,65.000 km,belirtilmemis,takasa uygun,galeriden,121.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/gold-auto-a-s-stoklarimiz-da-98-adet-otomatik-micra-mevcuttur/14100891
nissan,micra,1.2 passion,2007,benzin,otomatik,1240 cc,80 hp,136.500 km,belirtilmemis,takasa uygun degil,galeriden,129.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/2007-otomatik-136-binkm-boyasiz-geri-gorus-navigasyon-park-senso/18521595
nissan,almera,1.5 visia,2006,lpg & benzin,duz,1498 cc,98 hp,214.000 km,3 boyali,takasa uygun degil,sahibinden,82.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-visia/sahibinden-nissan-almera-1-5-visia-2006-model/18520187
nissan,almera,1.5 tekna,2004,lpg & benzin,duz,1498 cc,98 hp,247.000 km,tamami orjinal,takasa uygun degil,sahibinden,69.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2004-model/17066388
nissan,note,1.4 tekna,2010,lpg & benzin,duz,1386 cc,88 hp,138.000 km,belirtilmemis,takasa uygun degil,sahibinden,125.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-4-tekna/memurdan-nissan-note-1-4-tekna-2010-model-lg-li/17289044
nissan,micra,1.2 tekna,2008,benzin,otomatik,1240 cc,80 hp,76.000 km,belirtilmemis,takasa uygun,galeriden,101.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimiz-da-98-adet-otomatik-nissan-micra-mevcuttur/13495778
nissan,micra,1.2 tekna,2006,lpg & benzin,duz,1240 cc,80 hp,191.287 km,belirtilmemis,takasa uygun,sahibinden,88.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2006-model/18517967
nissan,micra,1.5 dci passion,2006,dizel,duz,1461 cc,82 hp,250.000 km,tamami boyali,takasa uygun degil,sahibinden,69.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-5-dci-passion/sahibinden-nissan-micra-1-5-dci-passion-2006-model/18517846
nissan,primera,2.0 elegance,2000,lpg & benzin,otomatik,1998 cc,140 hp,142.000 km,belirtilmemis,takasa uygun degil,sahibinden,70.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-elegance/sahibinden-nissan-primera-2-0-elegance-2000-model/18514019
nissan,primera,1.6 special edition,1999,lpg & benzin,duz,1597 cc,100 hp,240.000 km,12 boyali,takasa uygun degil,sahibinden,63.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-special-edition/sahibinden-nissan-primera-1-6-special-edition-1999-model/18090157
nissan,primera,1.6 slx,1998,lpg & benzin,duz,1597 cc,100 hp,311.000 km,tamami orjinal,takasa uygun degil,sahibinden,55.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/sahibinden-nissan-primera-1-6-slx-1998-model/18515925
nissan,note,1.5 dci visia,2014,dizel,duz,1461 cc,90 hp,69.700 km,belirtilmemis,takasa uygun degil,sahibinden,140.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-visia/hatasiz-69700-deee/18509816
nissan,note,1.6 tekna,2012,lpg & benzin,otomatik,1598 cc,110 hp,151.000 km,"3 degisen, 3 boyali",takasa uygun degil,galeriden,136.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-note-1-6-tekna/fastcar-dan-2012-nissan-note-1-6-otomatik-151-000km-lpg-li/18513005
nissan,primera,1.6 comfort,2001,lpg & benzin,duz,1597 cc,106 hp,270.000 km,belirtilmemis,takasa uygun,galeriden,64.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-comfort/parilti-otomotiv-den-2001-nissan-primera-1-6-comfort-benzin-lpg/18511698
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,252.000 km,2 boyali,takasa uygun degil,sahibinden,78.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2006-model/18082754
